"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 10/6/1920)"
Date,"7/9/2026 2:52:03 PM"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,"C:/Users/ANC/OneDrive - NIVA/Projects/2025/2025CLIMAX/WP1/RPackage/ecocx/inst/extdata/anchovy_bay_ecosim_ex.eiixml"
"<HEADER ecosim/>"
EcosimScenario,"Scene 1"
TimeSeries,-
StartYear,0
"<HEADER end/>"

Data,Value

timestep\group,1,2,3,4,5,6,7,8,9,10,11
118,0,0,8.2587185,1.1336209,1.4875753,2.827745,0.57513374,0,0,0,0
119,0,0,8.259702,1.1333686,1.4877031,2.8298144,0.57890904,0,0,0,0
120,0,0,8.26071,1.1331823,1.4878823,2.832061,0.5827577,0,0,0,0
121,0,0,8.667473,1.1893256,1.4881222,2.8346674,0.5867272,0,0,0,0
122,0,0,8.6590185,1.1885879,1.488432,2.837447,0.59079546,0,0,0,0
123,0,0,8.650822,1.1879672,1.4888207,2.8404129,0.59496695,0,0,0,0
124,0,0,8.642913,1.1874689,1.4892957,2.8435822,0.5992465,0,0,0,0
125,0,0,8.635312,1.1870954,1.489864,2.8469706,0.6036395,0,0,0,0
126,0,0,8.628038,1.1868459,1.4905306,2.8505938,0.60815233,0,0,0,0
127,0,0,8.621105,1.1867181,1.4913,2.8544652,0.6127923,0,0,0,0
128,0,0,8.614523,1.1867079,1.4921758,2.8585954,0.61756754,0,0,0,0
129,0,0,8.608304,1.186811,1.4931608,2.8629916,0.6224871,0,0,0,0
130,0,0,8.602458,1.1870226,1.4942578,2.8676593,0.62756073,0,0,0,0
131,0,0,8.596994,1.1873381,1.4954693,2.8726,0.6327987,0,0,0,0
132,0,0,8.591924,1.1877536,1.4967979,2.8778138,0.6382114,0,0,0,0
133,0,0,9.004367,1.2465092,1.498247,2.8834035,0.6438372,0,0,0,0
134,0,0,8.9902315,1.2463458,1.4998215,2.8892612,0.64967096,0,0,0,0
135,0,0,8.976768,1.2463306,1.5015258,2.8953898,0.6557239,0,0,0,0
136,0,0,8.963994,1.2464681,1.503363,2.9017882,0.6620073,0,0,0,0
137,0,0,8.951923,1.2467598,1.5053359,2.9084563,0.66853225,0,0,0,0
138,0,0,8.94056,1.2472056,1.5074465,2.9153876,0.67531073,0,0,0,0
139,0,0,8.929909,1.2478037,1.5096966,2.9225767,0.6823546,0,0,0,0
140,0,0,8.919968,1.2485515,1.5120876,2.9300137,0.68967664,0,0,0,0
141,0,0,8.910738,1.2494452,1.5146205,2.9376876,0.69728935,0,0,0,0
142,0,0,8.902215,1.250481,1.517296,2.9455857,0.7052058,0,0,0,0
143,0,0,8.894394,1.2516545,1.5201142,2.953693,0.71343946,0,0,0,0
144,0,0,8.88727,1.2529613,1.5230745,2.9619904,0.7220035,0,0,0,0
145,0,0,9.320179,1.3162539,1.526174,2.9701686,0.730827,0,0,0,0
146,0,0,9.307138,1.3167161,1.5294173,2.9785962,0.7399814,0,0,0,0
147,0,0,9.295054,1.3173621,1.5328004,2.9872594,0.74948734,0,0,0,0
148,0,0,9.283885,1.318189,1.5363148,2.996124,0.7593646,0,0,0,0
149,0,0,9.273602,1.3191944,1.5399514,3.0051434,0.7696324,0,0,0,0
150,0,0,9.264179,1.3203762,1.5437015,3.0142608,0.78030944,0,0,0,0
151,0,0,9.255603,1.321733,1.5475587,3.0234165,0.7914129,0,0,0,0
152,0,0,9.247858,1.3232636,1.5515178,3.0325525,0.80295753,0,0,0,0
153,0,0,9.240925,1.324966,1.5555756,3.041615,0.8149558,0,0,0,0
154,0,0,9.234782,1.3268368,1.5597289,3.050558,0.8274176,0,0,0,0
155,0,0,9.229404,1.3288709,1.5639743,3.0593448,0.8403513,0,0,0,0
156,0,0,9.224762,1.3310609,1.5683076,3.0679452,0.8537638,0,0,0,0
157,0,0,9.672936,1.3990176,1.5727232,3.076258,0.8676341,0,0,0,0
158,0,0,9.659829,1.40047,1.5772191,3.0844111,0.88199013,0,0,0,0
159,0,0,9.6476555,1.4021137,1.5817864,3.0924058,0.8968437,0,0,0,0
160,0,0,9.636367,1.4039382,1.5864116,3.100239,0.9122065,0,0,0,0
161,0,0,9.625919,1.4059299,1.5910796,3.1079035,0.9280909,0,0,0,0
162,0,0,9.616278,1.4080743,1.5957749,3.1153886,0.94451046,0,0,0,0
163,0,0,9.607406,1.4103559,1.6004822,3.122682,0.9614785,0,0,0,0
164,0,0,9.599274,1.4127593,1.6051877,3.1297724,0.97900796,0,0,0,0
165,0,0,9.59185,1.4152689,1.609878,3.1366494,0.9971107,0,0,0,0
166,0,0,9.585105,1.4178691,1.6145414,3.1433053,1.0157976,0,0,0,0
167,0,0,9.579007,1.4205444,1.619167,3.1497378,1.0350786,0,0,0,0
168,0,0,9.573523,1.423279,1.6237446,3.155946,1.0549629,0,0,0,0
169,0,0,10.03199,1.4960041,1.6282665,3.1621373,1.0755374,0,0,0,0
170,0,0,10.014214,1.4978787,1.6327256,3.168096,1.0967658,0,0,0,0
171,0,0,9.997327,1.4998395,1.6371162,3.1738367,1.1186552,0,0,0,0
172,0,0,9.981298,1.5018812,1.6414316,3.1793756,1.1412138,0,0,0,0
173,0,0,9.966091,1.503995,1.6456654,3.184729,1.1644498,0,0,0,0
174,0,0,9.951669,1.5061691,1.649811,3.1899095,1.1883725,0,0,0,0
175,0,0,9.937989,1.5083907,1.6538619,3.1949286,1.212992,0,0,0,0
176,0,0,9.925015,1.510646,1.6578119,3.1997945,1.2383194,0,0,0,0
